-250	2.41093527786233e-89
-249.51171875	5.26195070711726e-89
-249.0234375	1.14668813337919e-88
-248.53515625	2.4950610709699e-88
-248.046875	5.4206873788413e-88
-247.55859375	1.17588503107087e-87
-247.0703125	2.54690462178291e-87
-246.58203125	5.508049320291e-87
-246.09375	1.1893790334966e-86
-245.60546875	2.56436626939286e-86
-245.1171875	5.52048395815164e-86
-244.62890625	1.18661973767937e-85
-244.140625	2.54673233734279e-85
-243.65234375	5.4574825650752e-85
-243.1640625	1.16772003140728e-84
-242.67578125	2.49472352738297e-84
-242.1875	5.3216147905139e-84
-241.69921875	1.1334484308177e-83
-241.2109375	2.41044605042806e-83
-240.72265625	5.1183547717818e-83
-240.234375	1.08517723307682e-82
-239.74609375	2.29725011287178e-82
-239.2578125	4.85571522478622e-82
-238.76953125	1.02479135898724e-81
-238.28125	2.15950900933996e-81
-237.79296875	4.5437236002692e-81
-237.3046875	9.54566323709446e-81
-236.81640625	2.00233911777089e-80
-236.328125	4.19378801393465e-80
-235.83984375	8.7702633750363e-80
-235.3515625	1.8312857514445e-79
-234.86328125	3.81800872269522e-79
-234.375	7.94794833569375e-79
-233.88671875	1.6520016385078e-78
-233.3984375	3.428492717289e-78
-232.91015625	7.10449655581108e-78
-232.421875	1.46994370941162e-77
-231.93359375	3.03672468109254e-77
-231.4453125	6.26393804552023e-77
-230.95703125	1.29011019498337e-76
-230.46875	2.65303805819612e-76
-229.98046875	5.4475029245259e-76
-229.4921875	1.11683440250812e-75
-229.00390625	2.28621681040908e-75
-228.515625	4.67286638884832e-75
-228.02734375	9.53644772095135e-75
-227.5390625	1.94324348520186e-74
-227.05078125	3.9537128816465e-74
-226.5625	8.0319381253944e-74
-226.07421875	1.62919436732568e-73
-225.5859375	3.29961116783537e-73
-225.09765625	6.67252099531675e-73
-224.609375	1.34726941985749e-72
-224.12109375	2.71616578941569e-72
-223.6328125	5.46758340482633e-72
-223.14453125	1.09893467661358e-71
-222.65625	2.20539130430903e-71
-222.16796875	4.41912979268288e-71
-221.6796875	8.84148421440455e-71
-221.19140625	1.76624487097136e-70
-220.703125	3.52301076920306e-70
-220.21484375	7.01640011483217e-70
-219.7265625	1.39525003619127e-69
-219.23828125	2.7703016272767e-69
-218.75	5.49211207381778e-69
-218.26171875	1.08714893338865e-68
-217.7734375	2.14870115069304e-68
-217.28515625	4.24033636033743e-68
-216.796875	8.3552975113602e-68
-216.30859375	1.64384493781484e-67
-215.8203125	3.22921601557521e-67
-215.33203125	6.33389217806013e-67
-214.84375	1.24045654146381e-66
-214.35546875	2.42565907205138e-66
-213.8671875	4.73603917901322e-66
-213.37890625	9.23289999641421e-66
-212.890625	1.79720780525254e-65
-212.40234375	3.49297743200535e-65
-211.9140625	6.7784528971252e-65
-211.42578125	1.31341721581819e-64
-210.9375	2.54104376943119e-64
-210.44921875	4.90861427790559e-64
-209.9609375	9.46766725301898e-64
-209.47265625	1.8233262517568e-63
-208.984375	3.50609034631216e-63
-208.49609375	6.73161299730935e-63
-208.0078125	1.29048362106564e-62
-207.51953125	2.47014912367854e-62
-207.03125	4.72096920461781e-62
-206.54296875	9.00899781628238e-62
-206.0546875	1.71656050126695e-61
-205.56640625	3.26572091461802e-61
-205.078125	6.20349361247438e-61
-204.58984375	1.17660565235887e-60
-204.1015625	2.22824448653692e-60
-203.61328125	4.21339397622451e-60
-203.125	7.95497132785836e-60
-202.63671875	1.49962435994711e-59
-202.1484375	2.82269317750331e-59
-201.66015625	5.30496080867898e-59
-201.171875	9.95492529528443e-59
-200.68359375	1.86522466598414e-58
-200.1953125	3.48948723444045e-58
-199.70703125	6.51822574105228e-58
-199.21875	1.21572262551773e-57
-198.73046875	2.26400259786273e-57
-198.2421875	4.20975345068503e-57
-197.75390625	7.81580511000604e-57
-197.265625	1.44886559833634e-56
-196.77734375	2.68175932296373e-56
-196.2890625	4.9561999237983e-56
-195.80078125	9.14566213769241e-56
-195.3125	1.68507334748425e-55
-194.82421875	3.09998637266851e-55
-194.3359375	5.6942703054518e-55
-193.84765625	1.04436832811673e-54
-193.359375	1.91252281924192e-54
-192.87109375	3.49701002807372e-54
-192.3828125	6.38446409579284e-54
-191.89453125	1.1638294417071e-53
-191.40625	2.11831991491997e-53
-190.91796875	3.84973715033967e-53
-190.4296875	6.98566775259487e-53
-189.94140625	1.26567468422129e-52
-189.453125	2.28967361747649e-52
-188.96484375	4.13582720671938e-52
-188.4765625	7.45913574573768e-52
-187.98828125	1.34323486228251e-51
-187.5	2.41519787736499e-51
-187.01171875	4.33601524954165e-51
-186.5234375	7.77259793242043e-51
-186.03515625	1.39116589990072e-50
-185.546875	2.48615936569398e-50
-185.05859375	4.43625317743972e-50
-184.5703125	7.90389208578765e-50
-184.08203125	1.40605723656421e-49
-183.59375	2.49748171341274e-49
-183.10546875	4.4293393360182e-49
-182.6171875	7.84355432372202e-49
-182.12890625	1.38683305186791e-48
-181.640625	2.44834591622014e-48
-181.15234375	4.3157739622767e-48
-180.6640625	7.5959469482045e-48
-180.17578125	1.33488076280947e-47
-179.6875	2.3422882790479e-47
-179.19921875	4.10369934683184e-47
-178.7109375	7.17873702485143e-47
-178.22265625	1.2538854783952e-46
-177.734375	2.18677963286521e-46
-177.24609375	3.80793465458581e-46
-176.7578125	6.62081225970157e-46
-176.26953125	1.14939784463116e-45
-175.78125	1.99235536150276e-45
-175.29296875	3.44826430476413e-45
-174.8046875	5.95897563073948e-45
-174.31640625	1.02820566294974e-44
-173.828125	1.77143692334603e-44
-173.33984375	3.04725440314152e-44
-172.8515625	5.23394377492701e-44
-172.36328125	8.97607994378243e-44
-171.875	1.53702768474893e-43
-171.38671875	2.62793117756823e-43
-170.8984375	4.48625136965436e-43
-170.41015625	7.64699030706979e-43
-169.921875	1.3014718968787e-42
-169.43359375	2.2116498429238e-42
-168.9453125	3.75262581878344e-42
-168.45703125	6.35757474608391e-42
-167.96875	1.07543708065829e-41
-167.48046875	1.81641825429371e-41
-166.9921875	3.06326118530816e-41
-166.50390625	5.1580971483233e-41
-166.015625	8.67226072462695e-41
-165.52734375	1.45583599849259e-40
-165.0390625	2.44022516259097e-40
-164.55078125	4.08398997524192e-40
-164.0625	6.82459294552108e-40
-163.57421875	1.13869170668327e-39
-163.0859375	1.89702424542942e-39
-162.59765625	3.15556350506442e-39
-162.109375	5.24104980832346e-39
-161.62109375	8.69154471100636e-39
-161.1328125	1.43917288954945e-38
-160.64453125	2.37939360146648e-38
-160.15625	3.92786839900395e-38
-159.66796875	6.47418174660424e-38
-159.1796875	1.06549192967712e-37
-158.69140625	1.75086540404623e-37
-158.203125	2.87271589555435e-37
-157.71484375	4.7061949418288e-37
-157.2265625	7.69811628651453e-37
-156.73828125	1.25729254619975e-36
-156.25	2.05033834451034e-36
-155.76171875	3.33850511413656e-36
-155.2734375	5.42770052297117e-36
-154.78515625	8.81083417564686e-36
-154.296875	1.42808973473059e-35
-153.80859375	2.31116677937873e-35
-153.3203125	3.73460259377368e-35
-152.83203125	6.02552401740063e-35
-152.34375	9.70694498971496e-35
-151.85546875	1.56137648430492e-34
-151.3671875	2.50766789147091e-34
-150.87890625	4.02133008900577e-34
-150.390625	6.43882685658882e-34
-149.90234375	1.02939271273595e-33
-149.4140625	1.64320879713715e-33
-148.92578125	2.61903759385015e-33
-148.4375	4.16800309349537e-33
-147.94921875	6.62295268013353e-33
-147.4609375	1.05078191800639e-32
-146.97265625	1.66460367336035e-32
-146.484375	2.63297312219397e-32
-145.99609375	4.15833354898672e-32
-145.5078125	6.5573677076195e-32
-145.01953125	1.03246912262812e-31
-144.53125	1.62316222230133e-31
-144.04296875	2.54791009477183e-31
-143.5546875	3.99340715610303e-31
-143.06640625	6.24942993592223e-31
-142.578125	9.76505141369468e-31
-142.08984375	1.52351236804912e-30
-141.6015625	2.37331155359479e-30
-141.11328125	3.69148273747828e-30
-140.625	5.7330304637741e-30
